nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel chimalhuacan,hotel chimalhuacan sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,bordo de xochiaca,avenida,de las torres,avenida,sindicalismo,calle,acayetl,sn,,,,barrio,tlatelco,,,,mexico                      ,chimalhuacan,chimalhuacan,0183,,,,fijo,2010-07,6265829,721112,,,56353.0,15,31,1,36,19.41382188,-98.98627347
hotel cies,hotel cies sa,hoteles con otros servicios integrados,11 a 30 personas,avenida,central,calle,manuel avila camacho,avenida,jacarandas,calle,gladiolas,,,,,colonia,florida,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0934,5557835212,cieshotel@prodigy.net.mx,,fijo,2010-07,6265326,721111,34.0,,55120.0,15,33,1,18,19.51226807,-99.03676572
hotel citlaly,hotel citlaly,hoteles con otros servicios integrados,0 a 5 personas,calle,20 de noviembre,calle,plan de ayala,calle,independencia,calle,emiliano zapata,sn,,,,localidad,plaza nueva,,,,mexico                      ,ocuilan,plaza nueva,0098,7141910125,,,fijo,2014-12,6266441,721111,,,52490.0,15,63,16,5,18.92950462,-99.43444378
hotel city express,impulsora plaza juarez sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,boulevard,miguel aleman (aeropuerto),privada,ninguno,calle,ninguno,autopista,ninguno,b,,,,colonia,parque industrial lerma,,,,mexico                      ,san mateo atenco,san mateo atenco,0414,7222758030,cetlcgerencia@cityexpress.com.mx,www.cityexpress.com.mx,fijo,2016-10,6740005,721112,55.0,,52000.0,15,76,1,7,19.30000012,-99.55942754
hotel city express lerma,promotora plaza sol sa de cv,hoteles con otros servicios integrados,11 a 30 personas,boulevard,miguel aleman aeropuerto,cerrada,hacienda santa rosa,calle,real a san pedro,calle,emiliano zapata antiguo camino al cerrillo,,,,,colonia,francisco i madero,,,,mexico                      ,lerma,lerma de villada,0472,5552498050,ngonzalez@hotelescity.com,www.hotelescity.com,fijo,2017-11,6813989,721111,1.0,,50209.0,15,51,1,1,19.30560443,-99.56028791
hotel coacalco,inmobiliaria lisboa sa,hoteles con otros servicios integrados,11 a 30 personas,calle,via jose lopez portillo (a tlalnepantla),calle,primera cerrada de nino perdido,avenida,avenida de las fuentes,calle,independencia,sn,,,,colonia,san lorenzo tetlixtac,,,,mexico                      ,coacalco de berriozabal,san francisco coacalco,018a,5558652350,hyotelcoacalco@hotmail.com,,fijo,2010-07,6265340,721111,,,55714.0,15,20,1,3,19.62854232,-99.08266247
hotel coatepec,,hoteles con otros servicios integrados,0 a 5 personas,calle,san juan,calle,camino viejo,calle,prolongacion san juan,calle,agricultura,sn,,,sn,colonia,coatepec,,,,mexico                      ,ixtapaluca,coatepec,0800,5559880026,,,fijo,2010-07,6265799,721111,,,56580.0,15,39,4,9,19.38147041,-98.84840696
hotel colon,operadora sehara sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,cristobal colon,calle,leandro valle,,ninguno,calle,campo florido,,,,,colonia,centro,,,,mexico                      ,texcoco,texcoco de mora,1309,,,,fijo,2010-07,6265578,721112,218.0,,56100.0,15,99,1,22,19.5157555,-98.88575599
hotel colonial,,hoteles con otros servicios integrados,6 a 10 personas,avenida,miguel hidalgo,calle,leona vicario,calle,jose maria gonzalez arratia,calle,primero de mayo,,,,,colonia,centro,,,,mexico                      ,toluca,toluca de lerdo,0453,7222159700,despachogaytan@gmail.com,,fijo,2010-07,6266833,721111,103.0,,50000.0,15,106,1,3,19.29034298,-99.65384919
hotel concorde,vilacha sa de cv,hoteles con otros servicios integrados,11 a 30 personas,boulevard,aeropuerto miguel aleman,calle,ninguno,boulevard,aeropuerto miguel aleman,calle,ninguno,,,,,colonia,san pedro totoltepec,,,,mexico                      ,toluca,san pedro totoltepec,3509,7222731097,vilachasa@hotmail.com,www.hotelconcorde.com.mx,fijo,2010-07,6354399,721111,109.0,,50226.0,15,106,84,1,19.31228526,-99.56199001
hotel coronado,,hoteles sin otros servicios integrados,0 a 5 personas,terraceria,san nicolas-santa teresita,,ninguno,,ninguno,,ninguno,,,,,rinconada,santa teresita,,,,mexico                      ,tenancingo,convento del santo desierto del carmen,0148,,,,fijo,2014-12,6266405,721112,,,52400.0,15,88,41,800,18.93434,-99.5736
hotel cortijo metepec,,hoteles con otros servicios integrados,0 a 5 personas,calle,pino suarez kilometro 2+500,calle,ninguno,calle,ayuntamiento,calle,ayuntamiento,sn,,,,colonia,xinantecatl,,,,mexico                      ,metepec,san jorge pueblo nuevo,1010,7222078072,mireyagranados@hotmail.com,www.hotelcortijometepec.com.mx,fijo,2010-07,6266447,721111,,,52169.0,15,54,38,34,19.26157204,-99.63014362
hotel cosmos,,hoteles sin otros servicios integrados,6 a 10 personas,calle,santos degollado,calle,sor juana ines de la cruz,calle,ignacio lopez rayon,avenida,sebastian lerdo de tejada,,,,,colonia,zopilocalco,,,,mexico                      ,toluca,toluca de lerdo,0383,,,,fijo,2010-07,6356079,721112,204.0,,50000.0,15,106,1,3,19.29392746,-99.6525933
hotel costa verde inn,hotel costa verde inn sa de cv,hoteles con otros servicios integrados,0 a 5 personas,avenida,cuauhtemoc,calle,gabriel leyva,privada,146 c,calle,primer carril de los hornos,,,,sn,colonia,hornos de santa barbara,,,,mexico                      ,ixtapaluca,ixtapaluca,1847,5559746848,,,fijo,2010-07,6349684,721111,25.0,,56530.0,15,39,1,23,19.31107749,-98.90554935
hotel courtyard inn vallejo,fideicomiso f/1596 ,hoteles con otros servicios integrados,11 a 30 personas,calle,via gustavo baz,calle,calzada de la naranja,calle,alce blanco,calle,9,,,,,colonia,cruz de las salinas,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,139a,015550001750,,www.fideicomiso.com,fijo,2017-11,6801571,721111,1090.0,,53900.0,15,57,1,2,19.47958446,-99.23117155
hotel courtyard marriott tollocan,operadora el gran hotel sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,paseo tollocan,,francisco i. madero,,ninguno,,jose maria pino suarez,,,,,colonia,santa anna tlapaltitlan,,,,mexico                      ,toluca,santa ana tlapaltitlan,4244,7222799911,,www.hotelesmarriottinternacional.com,fijo,2019-04,6863338,721111,843.0,,50120.0,15,106,86,2,19.28747334,-99.62082812
hotel crowne plaza,servicios especiales turisticos sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,roberto fulton,avenida,mario colin,calle,sor juana ines de la cruz,avenida,mario colin,,,,,colonia,san lorenzo,,,,mexico                      ,tlalnepantla de baz,tlalnepantla,1885,5552289580,,www.crownplaza.com,fijo,2010-07,6266457,721111,2.0,,54030.0,15,104,1,20,19.53713068,-99.20410453
hotel crowne plaza lancaster toluca,operadora plaza lancaster toluca sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,paseo tollocan,privada,ninguno,calle,tecnologico,calle,16 de septiembre,,,,,colonia,francisco i madero,,,,mexico                      ,metepec,san jeronimo chicahualco,0987,7222754475,divisioncuartos@cptoluca.com.mx,www.crownplaza.com/tolucalancaster,fijo,2010-07,6266619,721111,750.0,,52170.0,15,54,37,11,19.28618186,-99.57404556
hotel crowne victoria,inmobiliaria avia sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,via jose lopez portillo,calle,benito juarez,calle,"avenida universidad hispanoamericana, boulevard san carlos",calle,el plomero,,,,,colonia,guadalupe victoria,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,1985,5558651115,inmoviliariaavia@gmail.com,,fijo,2010-07,6346759,721111,760.0,,55010.0,15,33,1,2,19.6235095,-99.07528229
hotel cuatro caminos,,hoteles sin otros servicios integrados,0 a 5 personas,,ninguno,,ninguno,,ninguno,,ninguno,sn,,,,sector,la marqueza,,,,mexico                      ,ocoyoacac,valle del silencio [parque recreativo],0156,,,,fijo,2014-12,6355272,721112,,,52740.0,15,62,32,800,19.29956,-99.38694
hotel dali,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,torres adalid,avenida,prolongacion 5 de mayo,calle,emiliano f. montano,calle,lazaro cardenas,,,,,colonia,centro,,,,mexico                      ,otumba,otumba de gomez farias,0035,5583323983,globalfact@yahoo.com.mx,,fijo,2010-07,6265512,721112,13.0,,55900.0,15,65,1,23,19.69923159,-98.75539793
hotel dalinda,,hoteles sin otros servicios integrados,0 a 5 personas,calle,16 de septiembre,calle,de las chichipicas,calle,de las ratas,calle,del deposito,,,,,colonia,centro,,,,mexico                      ,valle de bravo,valle de bravo,0117,,,,fijo,2010-07,6266684,721112,102.0,,51200.0,15,110,1,23,19.19501392,-100.12947392
hotel damariis,,hoteles con otros servicios integrados,0 a 5 personas,calle,avenida 2,calle,ninguno,avenida,3,avenida,recursos hidraulicos,,,,,puerto,cartagena,,,,mexico                      ,tultitlan,tultitlan de mariano escobedo,0351,5576907336,jovasjmartinez@gmail.com,,fijo,2010-07,6265627,721111,174.0,,54942.0,15,109,1,3,19.64357793,-99.15233594
hotel de los angeles,,hoteles sin otros servicios integrados,0 a 5 personas,calle,maria luisa de ruiz cataneda,calle,panamericana,calle,constitucion,calle,constitucion,,,,,colonia,centro,,,,mexico                      ,acambay de ruiz castaneda,villa de acambay de ruiz castaneda,0127,,,,fijo,2010-07,6266695,721112,2.0,,50300.0,15,1,1,27,19.95406531,-99.84535112
hotel de paz,,hoteles sin otros servicios integrados,0 a 5 personas,calle,reforma,calle,libertad,calle,iturbide,calle,dalias,,,,,barrio,cruz verde,,,,mexico                      ,san simon de guerrero,san simon de guerrero,0036,,,,fijo,2010-07,6357045,721112,5.0,,51470.0,15,77,1,5,19.02322637,-100.00723859
hotel del angel,,hoteles sin otros servicios integrados,0 a 5 personas,calle,norte 29,calle,oriente 3,calle,oriente 2,avenida,ricardo flores magon,,,,,colonia,independencia,,,,mexico                      ,valle de chalco solidaridad,xico,0531,,,,fijo,2010-07,6265645,721112,615.0,,56617.0,15,122,1,1,19.30232778,-98.93714077
hotel del bosque,,hoteles con otros servicios integrados,0 a 5 personas,calle,carretera aculco el rosal kilometro 2.5,calle,ninguno,calle,rancho san jose,calle,ninguno,sn,,,,rinconada,santa maria nativitas,,,,mexico                      ,aculco,santa maria nativitas,0189,,,,fijo,2016-01,6538006,721111,,,50376.0,15,3,28,21,20.09459155,-99.80079676
hotel del centro,,hoteles sin otros servicios integrados,0 a 5 personas,calle,aldama,calle,de los ramos,avenida,benito juarez,calle,insurgentes,sn,,,,colonia,centro,,,,mexico                      ,otzolotepec,villa cuauhtemoc,0190,,,,fijo,2014-12,2445380,721112,,,52080.0,15,67,1,11,19.41630051,-99.55695468
hotel del general,,hoteles sin otros servicios integrados,0 a 5 personas,calle,lerdo de tejada,calle,pedro ascencio,calle,nicolas bravo,,ignacio zaragoza,,,,,colonia,centro,,,,mexico                      ,tejupilco,tejupilco de hidalgo,0464,,,,fijo,2010-07,6266670,721112,16.0,,51400.0,15,82,1,24,18.90669854,-100.15174765
hotel del lago,nueva atizapan sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,avenida teloloapan,calle,flor de xiaqui,calle,lago de guadalupe,calle,lago de guadalupe,sn,0,planta baja,sn,colonia,san jose del jaral,,,,mexico                      ,atizapan de zaragoza,ciudad lopez mateos,072a,015558879028,hoteldellago@prodigy.net.mx,www.hoteldellago.com.mx,fijo,2010-07,6349079,721111,,,52924.0,15,13,1,1,19.60595305,-99.22543173
hotel del norte,,hoteles sin otros servicios integrados,0 a 5 personas,calle,luis e. alvarez,calle,manuel avila camacho,calle,jose maria morelos y pavon,calle,emiliano zapata,,,,,ciudad,colonia melchor muzquiz,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0934,,,,fijo,2010-07,6265819,721112,106.0,,55130.0,15,33,1,13,19.50930473,-99.03784218
hotel del prado,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,isidro fabela,avenida,sur 4,avenida,tlaloc,calle,oriente 11,sn,,,,colonia,santa cruz,,,,mexico                      ,valle de chalco solidaridad,xico,0207,,,,fijo,2010-07,6348240,721112,,,56616.0,15,122,1,12,19.28341532,-98.9326108
hotel del real,grupo inmobiliario pabeir sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,riva palacio,calle,iturbide,callejon,callejon de la malinche,calle,rio,,,,sn,colonia,centro,,,,mexico                      ,temascaltepec,temascaltepec de gonzalez,0073,7162665102,,www.grupoinmobiliariopabeir.com,fijo,2010-07,6266822,721111,3.0,,51300.0,15,86,1,13,19.04395948,-100.04266818
hotel del recuerdo,,hoteles con otros servicios integrados,0 a 5 personas,calle,licenciado benito juarez,calle,alvaro obregon,calle,francisco villa,calle,ninguno,sn,,,sn,colonia,centro,,,,mexico                      ,texcaltitlan,texcaltitlan,0058,7162636171,,,fijo,2010-07,6266577,721111,,,51670.0,15,97,1,15,18.92928744,-99.93916222
hotel del valle,real cari sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,tezozomoc,avenida,poniente 10,calle,poniente 8-a,calle,sur 16,sn,,,,colonia,alfredo del mazo,,,,mexico                      ,valle de chalco solidaridad,xico,0014,,,,fijo,2010-07,6265641,721112,,,56612.0,15,122,1,38,19.27842078,-98.94960067
hotel del valle,hotel del valle de mexico sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,avenida central carlos hank gonzalez,avenida,rio de los remedios,calle,valle del vistula,calle,valle nacional,,,,,colonia,valle de aragon segunda seccion,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,2022,5557803231,jessii2012@hotmail.com,,fijo,2010-07,6349660,721111,849.0,,57100.0,15,58,1,6,19.4896614,-99.04677166
hotel del virrey,,hoteles sin otros servicios integrados,6 a 10 personas,calle,insurgentes,calle,cristobal colon,calle,lorenzo ayala,andador,abasolo,,,,,barrio,texcacoa,,,sn,mexico                      ,tepotzotlan,tepotzotlan,0208,,,,fijo,2010-07,6353788,721112,13.0,,54605.0,15,95,1,22,19.71247629,-99.21814362
hotel delicias,costa de malaga sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,av chalma,calle,mexico-queretaro,calzada,calzada a la venta,calzada,calzada a la venta,,,,,parque industrial,industrial cuamatla,,parque industrial cuamatla,3,mexico                      ,cuautitlan izcalli,cuautitlan izcalli,0252,015555558732922,deliciashotel@yahoo.com.mx,,fijo,2010-07,6346800,721111,3.0,,54730.0,15,121,1,7,19.66986217,-99.20129135
hotel delicias,,hoteles sin otros servicios integrados,0 a 5 personas,,ninguno,,ninguno,,ninguno,,ninguno,,,,,prolongacion,manzana segunda de santa cruz tepexpan,,,,mexico                      ,jiquipilco,manzana segunda de santa cruz tepexpan,0126,,,,fijo,2010-07,6266425,721112,,,50820.0,15,47,95,5,19.57995221,-99.69675042
hotel di marg,,hoteles sin otros servicios integrados,0 a 5 personas,calle,zaragoza,calle,panamericana,,ninguno,cerrada,16 de septiembre,,,,,colonia,independencia,,,5,mexico                      ,acambay de ruiz castaneda,villa de acambay de ruiz castaneda,0127,,,,fijo,2010-07,6354849,721112,5.0,,50300.0,15,1,1,14,19.95173682,-99.845317
hotel doade,doade sa,hoteles con otros servicios integrados,11 a 30 personas,avenida,texcoco,calle,condesa,calle,san rafael,calle,calle del valle,,,,sn,colonia,vicente villada,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,1310,5557329705,hotel_doade@hotmail.com,,fijo,2010-07,6349644,721111,526.0,,57710.0,15,58,1,27,19.37865806,-99.01016964
hotel dominguez casa raul,hotel dominguez casa raul sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,5 de febrero,calle,jose maria morelos,calle,primero de agosto,calle,alvaro obregon,,,,,colonia,centro,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0110,7211430089,,,fijo,2010-07,6266825,721111,514.0,,51900.0,15,40,1,1,18.84501978,-99.67416493
hotel don ale,,hoteles sin otros servicios integrados,6 a 10 personas,calle,paseo de los insurgentes,calle,nezahualcoyotl oriente,calle,moctezuma oriente,calle,matamoros norte,,,,,colonia,centro,,,,mexico                      ,tenancingo,tenancingo de degollado,0063,,,,fijo,2010-07,6266630,721112,309.0,,52400.0,15,88,1,20,18.96539885,-99.58646441
hotel don isidro,,hoteles con otros servicios integrados,0 a 5 personas,avenida,benito juarez,calle,ecologia,calle,constitucion,calle,miguel hidalgo,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,7211430315,ado29ta@hotmail.com,,fijo,2010-07,6357048,721111,417.0,,51907.0,15,40,1,41,18.84943012,-99.6787552
hotel don primo,hotel don primo,hoteles con otros servicios integrados,0 a 5 personas,calle,jose maria pino suarez,calle,rinconada de pino suarez,calle,instituto literario,calle,rinconada de pino suarez,,,,,colonia,san sebastian,,,,mexico                      ,toluca,toluca de lerdo,0491,,,,fijo,2010-07,6266836,721111,307.0,,50090.0,15,106,1,31,19.287297100000004,-99.64992098
hotel don simon,hotel simon sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,mariano matamoros,avenida,miguel hidalgo,avenida,jose maria morelos y pavon,calle,hermenegildo galeana,,,,,colonia,centro,,,,mexico                      ,toluca,toluca de lerdo,0487,7222132696,hoteldonsimon@gmail.com,www.hotelsimontoluca,fijo,2010-07,6266594,721111,202.0,,50000.0,15,106,1,9,19.28774438,-99.65641392
hotel dorado,,hoteles sin otros servicios integrados,0 a 5 personas,calle,pino suarez,calle,francisco i. madero,calle,avenida juarez,calle,aquiles serdan,b,,,,barrio,loma bonita,,,,mexico                      ,apaxco,apaxco de ocampo,0234,,,,fijo,2014-12,2242577,721112,2.0,,55660.0,15,10,1,2,19.9632348,-99.17228401
hotel dorantes,,hoteles con otros servicios integrados,0 a 5 personas,calle,ecologia,calle,benito juarez,calle,miguel hidalgo,calle,constitucion,,,,,barrio,san gaspar,,,,mexico                      ,ixtapan de la sal,ixtapan de la sal,0036,,,,fijo,2010-07,6357047,721111,4.0,,51900.0,15,40,1,41,18.84947222,-99.67918012
hotel dos,callari sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,hacienda de xajay,calle,avenida hacienda de pasteje,calle,avenida hacienda de la noria,calle,hacienda de la escondida,,,,,colonia,impulsora,,,,mexico                      ,nezahualcoyotl,ciudad nezahualcoyotl,0149,5547787193,a-dg@-real.net,,fijo,2014-12,6437502,721111,191.0,,57130.0,15,58,1,8,19.48518081,-99.04826319
hotel dulce amanecer,,hoteles sin otros servicios integrados,0 a 5 personas,boulevard,tenango toluca narcizo bassols,boulevard,revolucion,calle,lindavista,calle,revolucion,23.5,,,,colonia,lindavista,,,,mexico                      ,tenango del valle,tenango de arista,0201,,,,fijo,2010-07,6266396,721112,23.0,,52300.0,15,90,1,16,19.09387532,-99.58626565
hotel dulce amanecer,,hoteles sin otros servicios integrados,0 a 5 personas,boulevard,tenango toluca narcizo bassols,boulevard,revolucion,calle,lindavista,,revolucion,sn,,,,colonia,la joya,,,,mexico                      ,tenango del valle,tenango de arista,0201,,,,fijo,2010-07,6266541,721112,,,52305.0,15,90,1,16,19.09388046,-99.586266
hotel du-palais,,hoteles sin otros servicios integrados,0 a 5 personas,calle,general anaya,calle,buenavista,avenida,jose maria morelos,calle,licenciado benito juarez,,,,,colonia,san isidro,,,,mexico                      ,capulhuac,capulhuac de mirafuentes,0117,,,,fijo,2010-07,6266484,721112,509.0,,52700.0,15,19,1,3,19.19736665,-99.46669099
hotel ecatepec,inmobiliaria oporto sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,carlos hank gonzalez,calle,valle del don,calle,valle del elba,calle,valle del tajo,,,,,colonia,colonia valle de aragon tercera seccion,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,2911,5557830317,h.ecatepec@outlook.com,,fijo,2010-07,6265327,721111,287.0,,55280.0,15,33,1,24,19.49754139,-99.04428709
hotel ecatepec,peni&as sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,ignacio allende,calle,ecatepec,calle,cerezo,carretera,mexico-pachuca,,,,,colonia,colonia san cristobal ecatepec,,,,mexico                      ,ecatepec de morelos,ecatepec de morelos,0099,015557875211,hotelecatepec@gmail.com,,fijo,2010-07,6265755,721111,18.0,,55000.0,15,33,1,6,19.59430742,-99.03916791
hotel eclipse,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,nacional,avenida,insurgentes,calle,libertad,calle,benito noguez,sn,,,,colonia,san martin cuautlalpan,,,,mexico                      ,chalco,san martin cuautlalpan,1574,,,,fijo,2014-12,2377495,721112,2.0,,56644.0,15,25,14,23,19.26991544,-98.8309852
hotel eclipse,,hoteles sin otros servicios integrados,0 a 5 personas,calle,sandia,calle,lima,,ninguno,calle,segundo carril de los hornos,sn,,,,colonia,hornos de santa barbara,,,,mexico                      ,ixtapaluca,ixtapaluca,1847,,,,fijo,2014-12,2358564,721112,,,56570.0,15,39,1,33,19.31594527,-98.90179084
hotel el aguila real,,hoteles con otros servicios integrados,0 a 5 personas,calle,plaza hidalgo,calle,ninguno,calle,aztecas,calle,plaza hidalgo,sn,,,,colonia,centro,,,,mexico                      ,villa del carbon,villa del carbon,0164,5889130028,hotelaguliareal@hotmail.com,,fijo,2014-12,2474175,721111,3.0,,54300.0,15,112,1,35,19.7276619,-99.46368914
hotel el arco,hotel el arco,hoteles sin otros servicios integrados,6 a 10 personas,,toluca,,durango,terraceria,16 de septiembre,,vergel,,,,,colonia,el arco,,,,mexico                      ,valle de bravo,valle de bravo,0066,,,,fijo,2014-12,6266413,721112,,,51200.0,15,110,1,21,19.19638289,-100.13046404
hotel el asoleadero,,hoteles sin otros servicios integrados,6 a 10 personas,calle,del comercio,calle,hidalgo,avenida,aldama,avenida,del progreso,,,,,barrio,san juan,,,,mexico                      ,malinalco,malinalco,0056,,,,fijo,2010-07,6266841,721112,24.0,,52440.0,15,52,1,4,18.95283001,-99.49623209
hotel el bosque,,hoteles con otros servicios integrados,0 a 5 personas,calle,llano grande,calle,california,calle,ninguno,calle,ninguno,sn,,,,colonia,quinta manzana de canalejas,,el bosque,sn,mexico                      ,jilotepec,canalejas,0441,7617343297,hotelelbosque@yahoo.com.mx,www.hotelelbosque.com.mx,fijo,2010-07,6355790,721111,,,54240.0,15,45,7,19,19.99373968,-99.61886428
hotel el brinco de las ranas,,hoteles sin otros servicios integrados,0 a 5 personas,terraceria,valle de bravo - colorines,,ninguno,,ninguno,,ninguno,,,,,colonia,san gaspar,,,,mexico                      ,valle de bravo,el arco,0140,,,,fijo,2014-12,6266417,721112,,,51200.0,15,110,97,1,19.22763231,-100.13198107
hotel el calvario,,hoteles con otros servicios integrados,0 a 5 personas,avenida,atlacomulco,calle,ignacio zaragoza,calle,isidro fabela,calle,5 de mayo,sn,,,,colonia,el calvario,,,,mexico                      ,atlacomulco,santiago acutzilapan,0290,7121276420,,,fijo,2010-07,6266474,721111,,,50450.0,15,14,54,8,19.79082224,-99.75770436
hotel el campanario,yapar sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,industria minera,calle,felipe chavez,,ninguno,calle,tomas alva edison,,,,,colonia,san lorenzo tepaltitlan,,,,mexico                      ,toluca,san lorenzo tepaltitlan,4174,,,,fijo,2010-07,6266769,721111,503.0,,50010.0,15,106,75,14,19.30243242,-99.62646986
hotel el cipres,,hoteles sin otros servicios integrados,0 a 5 personas,calle,amado nervo,calle,juan herrera y pina,calle,benito juarez,boulevard,juan herrera y pina,,,,,colonia,colonia el calvario,,,,mexico                      ,valle de bravo,valle de bravo,0102,,,,fijo,2010-07,6266674,721112,8.0,,51200.0,15,110,1,14,19.20195742,-100.13273615
hotel el conde sa de cv,hotel el conde sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,san andres atoto,calle,cuautitlan,calle,acambay,calle,ozumba,,,,,colonia,el conde,,,,mexico                      ,naucalpan de juarez,naucalpan de juarez,1544,,,,fijo,2010-07,6266564,721112,23.0,,53500.0,15,57,1,9,19.47063733,-99.22969418
hotel el diamante,,hoteles sin otros servicios integrados,0 a 5 personas,calle,el puente,,ninguno,andador,tezontle,andador,tezontle,,,,,prolongacion,chalma,,,,mexico                      ,malinalco,chalma,0094,,,,fijo,2014-12,2487751,721112,,,52440.0,15,52,8,37,18.93093377,-99.43585169
hotel el dorado,,hoteles con otros servicios integrados,6 a 10 personas,avenida,isidro fabela norte,avenida,jose vicente villada,avenida,alfredo del mazo oriente,calle,gregorio montiel,sn,,,,colonia,centro,,,,mexico                      ,atlacomulco,atlacomulco de fabela,0341,7121220711,,,fijo,2010-07,6266433,721111,,,50450.0,15,14,1,6,19.80215362,-99.87334675
hotel el encanto,,hoteles sin otros servicios integrados,0 a 5 personas,carretera,camino a la mina (la joya),carretera,asuncion,calle,san miguel,calle,cedros,sn,,,,colonia,lomas de santa cruz,,,,mexico                      ,chimalhuacan,chimalhuacan,1533,,,,fijo,2010-07,6349269,721112,,,56390.0,15,31,1,22,19.381863600000006,-98.90852612
hotel el encanto,,hoteles sin otros servicios integrados,0 a 5 personas,calle,pino suarez,calle,francisco villa,calle,emiliano zapata,calle,ignacio allende,sn,,,,colonia,san miguel tocuila,,,,mexico                      ,texcoco,san miguel tocuila,1563,,,,fijo,2014-12,6347256,721112,200.0,,56208.0,15,99,44,24,19.52238922,-98.90492346
hotel el encanto de los reyes,jobama servios y mobiliarios sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,emiliano zapata,calle,libertad,calle,miguel hidalgo,calle,centenario,sn,,,,colonia,los reyes,,,,mexico                      ,la paz,los reyes acaquilpan,0035,5558557489,,,fijo,2014-12,6265795,721111,,,56400.0,15,70,1,18,19.35549711,-98.9757315
hotel el granado,,hoteles sin otros servicios integrados,0 a 5 personas,calle,del progreso,calle,de enmedio,calle,del tanque,calle,nardos,,,,,barrio,de san juan,,,,mexico                      ,malinalco,malinalco,0056,,,,fijo,2010-07,6266367,721112,505.0,,52440.0,15,52,1,24,18.9561656,-99.49601598
hotel el horizonte,,hoteles con otros servicios integrados,0 a 5 personas,calle,calle del tambor,privada,camino la mora,privada,ninguno,calle,camino la mora,,,,,barrio,la pena,,,sn,mexico                      ,valle de bravo,valle de bravo,0193,017262627279,susana260669@hotmail.com,,fijo,2014-12,6266478,721111,20.0,,51200.0,15,110,1,10,19.20285554,-100.14066744
hotel el insurgente,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,monte de las cruces,avenida,marqueza juana de zuniga,calle,hacienda molino blanco,calle,carbonera del rey,,,,,colonia,la marqueza,,,,mexico                      ,ocoyoacac,la marquesa,0156,,,,fijo,2014-12,6266691,721112,1.0,,52740.0,15,62,18,1,19.2997005,-99.37067431
hotel el lagreste del lagarto,,hoteles sin otros servicios integrados,0 a 5 personas,calle,federal mexico-chalma,,mexico-chalma,calle,nino perdido,calle,federal mexico-chalma,sn,,,,colonia,santa monica,,,,mexico                      ,ocuilan,santa monica,0134,,,,fijo,2014-12,2488239,721112,,,52483.0,15,63,25,33,18.99660945,-99.42087851
hotel el marquez,,hoteles sin otros servicios integrados,0 a 5 personas,calle,20 de noviembre,calle,libertad,calle,guadalupe victoria,calle,avenida licenciado benito juarez,sn,,,,barrio,panoaya,,,,mexico                      ,amecameca,amecameca de juarez,0036,,,,fijo,2010-07,6348600,721112,,,56900.0,15,9,1,5,19.13433461,-98.77086319
