nombre_comercial,razon_social,actividad_economica,numero_de_personal,tipo_vial,nombre_vial,tipo_vial_1,nombre_vial_1,tipo_vial_2,nombre_vial_2,tipo_vial_3,nombre_vial_3,letra_ext,edificio,edificio_piso,letra_int,tipo_asentamiento,nombre_asentamiento,tipo_centro_comercial,nombre_centro_comercial,numero_local,entidad,municipio,localidad,ageb,telefono,email,web,tipo_unidad_economica,fecha_alta,id,codigo_actividad_economica,numero_ext,numero_int,codigo_postal,clave_entidad,clave_municipio,clave_localidad,manzana,latitud,longitud
hotel conde,saja sa,hoteles con otros servicios integrados,11 a 30 personas,calle,pescaditos,calle,revillagigedo,calle,luis moya,calle,ayuntamiento,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0875,5555211084,hotel_conde@yahoo.com.mx,,fijo,2010-07,6325038,721111,15.0,,6070.0,9,15,1,8,19.43031304,-99.14656481
hotel condesa,pana sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calzada,calzada de tlalpan,calle,emperadores,eje vial,7-a sur general emiliano zapata,calle,francisco marquez,,,,,colonia,ninos heroes de chapultepec,,,,ciudad de mexico,benito juarez,benito juarez,0308,5556961209,hotel.condesa@live.com.mx,,fijo,2010-07,6323645,721111,911.0,,3430.0,9,14,1,22,19.38693031,-99.13932209
hotel congreso,hotel congreso sa,hoteles sin otros servicios integrados,11 a 30 personas,calle,allende,calle,republica de cuba,calle,donceles,calle,republica de cuba,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0752,,,,fijo,2010-07,6325392,721112,18.0,,6020.0,9,15,1,14,19.43712772,-99.13788989
hotel congreso garage,hotel congreso sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,republica de cuba,calle,allende,calle,callejon del 57,calle,donceles,sn,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0752,,,,fijo,2014-12,887135,721111,,,,9,15,1,14,19.44095433,-99.1379462
hotel consul,hoteleria guvi sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,insurgentes centro,avenida,james sullivan,calle,maestro antonio caso,calle,sadi carnot,,,,,colonia,colonia san rafael,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0697,,,,fijo,2010-07,6305072,721112,133.0,,6470.0,9,15,1,11,19.43277863,-99.15891662
hotel consulado,hotelera consulado sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,continuacion,bicentenario (calzada melchor ocampo),continuacion,nopaltzin,calle,xolotl,calle,quetzalcoatl,,,,,colonia,tlaxpana,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0213,,,,fijo,2010-07,6325831,721112,23.0,,11370.0,9,16,1,8,19.44212141,-99.16677943
hotel contadero,promotora de hoteles oumaral sa de cv,hoteles con otros servicios integrados,11 a 30 personas,carretera,federal mexico-toluca (prolongacion paseo de la reforma),privada,ninguno,cerrada,ninguno,calle,rincon de las lomas,,hotel contadero,planta baja,,colonia,vista hermosa,,,,ciudad de mexico,cuajimalpa de morelos,cuajimalpa de morelos,0049,5552921635,,,fijo,2010-07,6315097,721111,2945.0,,5100.0,9,4,1,2,19.3653539,-99.27370759
hotel continental mexicano,hotel continental mexicano sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,san marcos,calle,republica de guatemala,calle,emiliano zapata,eje vial,1 oriente (anillo de circunvalacion),,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0786,,,,fijo,2010-07,6325424,721112,20.0,,6010.0,9,15,1,10,19.43301096,-99.12516693
hotel coral,inmobiliaria malva sa de cv,hoteles con otros servicios integrados,11 a 30 personas,eje vial,1 oriente (calzada de la viga),eje vial,3 sur (calzada de chabacano),avenida,andres molina enriquez,peatonal,3 sur (calzada de chabacano),,,,,colonia,ampliacion asturias,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,152a,5557402862,,,fijo,2010-07,6257052,721111,275.0,,6890.0,9,15,1,7,19.40838553,-99.12816366
hotel cordoba,cafeme sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,avenida,fray servando teresa de mier,avenida,manuel n. corpancho,eje vial,2 oriente (honorable congreso de la union),calle,oriente 28,,,,,colonia,merced balbuena,,,,ciudad de mexico,venustiano carranza,venustiano carranza,0901,,,,fijo,2010-07,6325401,721112,511.0,,15810.0,9,17,1,14,19.42210718,-99.12092103
hotel corinto,hotelera corinto sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,ignacio l. vallarta,calle,privada vallarta,calle,maestro antonio caso,calle,ignacio ramirez,,,,sn,colonia,tabacalera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,070a,5555666555,gerencia@corinto.com.mx,,fijo,2010-07,6304142,721111,24.0,,6030.0,9,15,1,10,19.43430883,-99.15564537
hotel corona,hotel corona s de rl,hoteles sin otros servicios integrados,6 a 10 personas,avenida,calzada general mariano escobedo,avenida,mar adriatico,calle,felipe carrillo puerto,calle,mar jonico,b,,,,colonia,popotla,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0177,,,,fijo,2010-07,6259285,721112,65.0,,11400.0,9,16,1,4,19.4519422,-99.18183024
hotel corona real,ponte sa de cv,hoteles con otros servicios integrados,51 a 100 personas,eje vial,7 sur (extremadura),circuito,interior (avenida patriotismo),calle,poussin,calle,donatello,,,,,colonia,insurgentes mixcoac,,,,ciudad de mexico,benito juarez,benito juarez,0702,5555981786,hotel.corona@live.com.mx,,fijo,2010-07,6323821,721111,192.0,,3920.0,9,14,1,20,19.37542802,-99.18603377
hotel costa azul,hotelera costa azul sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,callejon san salvador el verde,calle,chimalpopoca,avenida,fray servando teresa de mier,calle,chimalpopoca,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1055,015555881700,reservas@hotelcostazul.com.mx,www.hotelcostazul.com.mx,fijo,2010-07,6305231,721112,3.0,,6010.0,9,15,1,13,19.42346015,-99.13707813
hotel costa azul,hotelera costa azul sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,callejon san salvador el verde,avenida,chimalpopoca,calle,fray servando teresa de mier,calle,isabel la catolica,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1055,015555881700,,,fijo,2010-07,6319362,721111,3.0,,6010.0,9,15,1,13,19.42374332,-99.13706765
hotel costa brava,pasapoga sa,hoteles con otros servicios integrados,11 a 30 personas,calle,norte 9-a,calle,poniente 106,calzada,vallejo eje 1 poniente,calle,norte 9,,,,,colonia,defensores de la republica,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1720,,,,fijo,2010-07,6257223,721111,4599.0,,7780.0,9,5,1,25,19.47421758,-99.14589871
hotel costa del sol,coronastitla sa,hoteles con otros servicios integrados,31 a 50 personas,calle,chimalcoyotl,calle,barranca chimalcoyotl,calle,insurgentes sur,circunvalacion,otomies,,,,,colonia,chimalcoyotl,,,,ciudad de mexico,tlalpan,tlalpan,1123,015555730700,,www.hotelcostadelsol.com.mx,fijo,2010-07,6315291,721111,5101.0,,14630.0,9,12,1,5,19.27638865,-99.16728184
hotel covadonga,,hoteles sin otros servicios integrados,6 a 10 personas,calle,2 de abril,calle,pensador mexicano,calle,mina,calle,trujano,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,063a,,,,fijo,2010-07,6259138,721112,40.0,,6300.0,9,15,1,6,19.43846278,-99.14185408
hotel cozumel,peferama sa,hoteles con otros servicios integrados,11 a 30 personas,calle,doctor barragan,calle,doctor c. liceaga,calle,doctor j. navarro,calle,doctor agustin andrade,,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1036,015552084524,betcris72@yahoo.com.mx,,fijo,2010-07,6304872,721111,79.0,,6720.0,9,15,1,13,19.41995949,-99.14435836
hotel cristina,operadora cristina sa de cv,hoteles sin otros servicios integrados,0 a 5 personas,calle,manuel gutierrez najera,calle,simon bolivar,calle,gutierrez najera,calle,manuel m flores,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1144,,,,fijo,2010-07,6259212,721112,48.0,,6800.0,9,15,1,1,19.41578738,-99.14129593
hotel crown plaza y hotel holiday inn,comercial hotelera mexicana de occidente sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,dakota,calle,altadena,calle,arizona,calle,chicago,,,,,colonia,napoles,,,,ciudad de mexico,benito juarez,benito juarez,0204,5511641164,,,fijo,2010-07,6317124,721111,95.0,,3810.0,9,14,1,10,19.395855,-99.17426502
hotel cuba,hobacutel sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,republica de cuba,calle,allende,calle,republica de chile,calle,donceles,,,,,colonia,colonia centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0752,,,,fijo,2010-07,6259150,721112,69.0,,6010.0,9,15,1,10,19.43715841,-99.13641635
hotel cuore,promotora de hoteles el coloso sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calzada,de tlalpan,privada,juarez,calle,cerro de jesus,calle,abasolo,,,,,colonia,santa ursula coapa,,,,ciudad de mexico,coyoacan,coyoacan,1124,5515174540,hcuore@gmail.com,www.hotelcuore.com.mx,fijo,2010-07,6318170,721111,3325.0,,4650.0,9,3,1,21,19.30556851,-99.14461506
hotel cyty exprex cidadad de mexico,cadag sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,revillagigedo,calle,victoria,calle,ayuntamiento,calle,articulo 123,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0748,5550178900,cealm.fron@cytyexprex.com.mx,www.cytyexprex.com,fijo,2010-07,6257037,721111,23.0,,6050.0,9,15,1,25,19.43339476,-99.14617414
hotel da casa,,hoteles sin otros servicios integrados,0 a 5 personas,calle,carretones,calle,esteban martinez,eje vial,2 oriente (honorable congreso de la union),calle,union,,,,,colonia,merced balbuena,,,,ciudad de mexico,venustiano carranza,venustiano carranza,0691,,,,fijo,2010-07,6325406,721112,140.0,,15100.0,9,17,1,8,19.4248314,-99.12024926
hotel defensores,,hoteles sin otros servicios integrados,0 a 5 personas,calle,poniente 106,calle,norte 1-d,calle,norte 1-e,eje vial,3 norte (cuitlahuac),,,,,colonia,guadalupe victoria ii,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1720,,,,fijo,2010-07,6259280,721112,72.0,,7790.0,9,5,1,16,19.47306528,-99.13975329
hotel del bosque,hoteles mexicanos sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,copernico,calle,herodoto,calle,copernico,,ninguno,,,,,colonia,nueva anzures,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0711,,,,fijo,2010-07,6314325,721111,323.0,,11590.0,9,16,1,18,19.43164451,-99.17301343
hotel del dorado,hotelera mexicana cien metros,hoteles con otros servicios integrados,11 a 30 personas,eje vial,central (lazaro cardenas),eje vial,margarita maza de juarez,avenida,miguel othon de mendizabal oriente,avenida,central,,,,,colonia,nueva industrial vallejo,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,0525,,,,fijo,2010-07,6306470,721111,1021.0,,7700.0,9,5,1,3,19.50707392,-99.15118442
hotel del parque,,hoteles sin otros servicios integrados,11 a 30 personas,peatonal,4 sur (plutarco elias calles),peatonal,ramon y cajal,calle,jesus urueta,calle,tomas vazquez,,,,,barrio,san pedro iztacalco,,,,ciudad de mexico,iztacalco,iztacalco,0378,,,,fijo,2010-07,6324672,721112,882.0,,8220.0,9,6,1,4,19.39344984,-99.13168151
hotel del prado,hotelera galerias sa de cv,hoteles con otros servicios integrados,51 a 100 personas,avenida,marina nacional,circuito,interior (calzada melchor ocampo),calle,bahia la ascension,calle,bahia la ascension,,,,sn,colonia,veronica anzures,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0603,5552606091,contraloria@hoteldelprado.com.mx,,fijo,2010-07,6258174,721111,193.0,,11300.0,9,16,1,21,19.43721488,-99.17156781
hotel del principado,hotel del principado sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,londres,calle,dinamarca,calle,napoles,calle,liverpool,,,,sn,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0841,5555332944,hprincipado@hoteldelprincipado.com.mx,www.hoteldelprincipado.com.mx,fijo,2010-07,6305109,721111,42.0,,6600.0,9,15,1,1,19.42734221,-99.1597455
hotel del rey,pedras sa de cv,hoteles con otros servicios integrados,11 a 30 personas,eje vial,miguel aleman,avenida,division del norte,avenida,san francisco,eje vial,4 sur (xola),,,,,colonia,del valle,,,,ciudad de mexico,benito juarez,benito juarez,0045,5556692990,hotel.delrey@live.com.mx,,fijo,2010-07,6323633,721111,9.0,,3100.0,9,14,1,11,19.39972561,-99.16950923
hotel del sindicato nacional de trabajadores del seguro social,sindicato nacional de trabajadores del seguro social,hoteles con otros servicios integrados,11 a 30 personas,peatonal,2 sur (juan escutia),peatonal,juan de la barrera,avenida,juan escutia,calle,salvatierra,,,,,colonia,san miguel chapultepec,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0891,,,,fijo,2010-07,6315524,721111,99.0,,11850.0,9,16,1,22,19.41703411,-99.17926092
hotel del sur,hotel del sur rus sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calzada,ignacio zaragoza,calzada,prisciliano sanchez,calle,eulogio parra,calle,pablo garcia,,,,,colonia,juan escutia,,,,ciudad de mexico,iztapalapa,iztapalapa,0017,,,,fijo,2010-07,6324606,721112,1398.0,,9100.0,9,7,1,4,19.39576609,-99.05354692
hotel del sur,,hoteles sin otros servicios integrados,0 a 5 personas,calle,lago iseo,calle,lago iseo,calle,lago tus,calle,felipe carrillo puerto,,,,,colonia,anahuac,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0181,,,,fijo,2010-07,6325829,721112,113.0,,11320.0,9,16,1,13,19.44921609,-99.18109372
hotel detroit,hotelera zaragoza sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,zaragoza,calle,mina,privada,segunda zaragoza,eje vial,1 poniente (guerrero),,,,,colonia,buenavista,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0610,,,,fijo,2010-07,6259194,721112,236.0,,6350.0,9,15,1,4,19.44081493,-99.14986897
hotel diana,,hoteles sin otros servicios integrados,11 a 30 personas,calle,antillas,calle,santa cruz,avenida,calzada de tlalpan,avenida,victor hugo,,,,,colonia,portales norte,,,,ciudad de mexico,benito juarez,benito juarez,0789,,,,fijo,2010-07,6324387,721112,18.0,,3300.0,9,14,1,16,19.37057531,-99.14241403
hotel diligencias,hotel diligencias sa,hoteles con otros servicios integrados,11 a 30 personas,calle,belisario dominguez,eje vial,central (lazaro cardenas),calle,calle de la concepcion,calle,republica de peru,,,,sn,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0644,5555265840,contacto@hoteldiligencias.com,,fijo,2010-07,6305090,721111,6.0,,6010.0,9,15,1,26,19.43861026,-99.13966287
hotel dominion,ac inmobiliaria sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,aristoteles,calle,emilio castelar,,ninguno,calle,galileo,,,,,colonia,polanco chapultepec,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0779,,,,fijo,2010-07,6308017,721112,21.0,,11560.0,9,16,1,1,19.42891214,-99.19385719
hotel dorado pacifico,promotora dorado pacifico sa de cv,hoteles con otros servicios integrados,11 a 30 personas,avenida,presidente masaryk,calle,spencer,calle,torcuato tasso,avenida,euler,,,,,colonia,bosques de las lomas,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,068a,5552038422,recepion@doradopacifico.com,,fijo,2016-01,6695449,721111,75.0,,11700.0,9,16,1,9,19.4313719,-99.18307907
hotel dos milpas,hotel la milpa sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,quetzalcoatl,avenida,calzada mexico-tacuba,calle,xolotl,circuito,bicentenario (calzada melchor ocampo),bis,,,,colonia,tlaxpana,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0213,015557148847,,,fijo,2010-07,6259286,721112,4.0,0.0,11320.0,9,16,1,3,19.44369728,-99.16651057
hotel dos naciones,carpra sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,mina,calle,galeana,calle,riva palacio,calle,2 de abril,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,063a,,,,fijo,2010-07,6257035,721112,13.0,,6010.0,9,15,1,1,19.43882712,-99.14141922
hotel downtown mexico,hotel habita sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,isabel la catolica,calle,francisco i. madero,calle,16 de septiembre,calle,palma,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0771,,,,fijo,2010-07,6310653,721111,30.0,,6000.0,9,15,1,15,19.43280389,-99.13628607
hotel drigales,,hoteles sin otros servicios integrados,0 a 5 personas,peatonal,1 norte (mosqueta),peatonal,galeana,avenida,paseo de la reforma,calle,moctezuma,,,,,colonia,guerrero,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0574,,,,fijo,2010-07,6259170,721112,32.0,,6300.0,9,15,1,3,19.44395595,-99.14012016
hotel duque,,hoteles con otros servicios integrados,11 a 30 personas,avenida,4,calle,a,circuito,interior (boulevard puerto aereo),continuacion,interior (boulevard puerto aereo),,,,,colonia,valentin gomez farias,,,,ciudad de mexico,venustiano carranza,venustiano carranza,1153,0057850241,hotel.duque@live.com.mx,,fijo,2010-07,6306830,721111,38.0,,15010.0,9,17,1,8,19.4188766,-99.09732047
hotel duran,,hoteles sin otros servicios integrados,0 a 5 personas,calle,privada doctor arce,calle,jose maria vertiz,,doctor arce,calle,doctor arce,,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1233,,,,fijo,2010-07,6325269,721112,99.0,,6720.0,9,15,1,9,19.41232929,-99.14969064
hotel durango,hotelera cobas sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,circuito,bicentenario (paseo de las jacarandas),circuito,maple,calle,pople,calle,tilos,,,,,colonia,santa maria insurgentes,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0061,,,,fijo,2010-07,6324998,721112,104.0,,6430.0,9,15,1,8,19.46364092,-99.14675606
hotel edison,operadora turistica parma sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,tomas alva edison,calle,jose maria iglesias,calle,ponciano arriaga,calle,avenida de la republica,,,,,colonia,tabacalera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,070a,,,,fijo,2010-07,6325031,721112,106.0,,6030.0,9,15,1,2,19.43763728,-99.15500914
hotel eje,hotelera viaducto sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,doctor roberto solis quiroga,viaducto,presidente miguel aleman,calle,doctor ignacio barajas lozano,calle,doctor barragan,,,,,colonia,buenos aires,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1483,5555380455,hoteleje@hotmail.com,,fijo,2010-07,6325298,721111,213.0,,6780.0,9,15,1,20,19.40412217,-99.14591035
hotel el castro,patacas sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,sinaloa,eje vial,2 poniente (monterrey),avenida,insurgentes sur,peatonal,2 poniente (monterrey),,,,,colonia,roma norte,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0998,5552070726,hote.castro@live.com.mx,,fijo,2010-07,6325783,721111,32.0,,6700.0,9,15,1,13,19.42116493,-99.16489976
hotel el cid,,hoteles sin otros servicios integrados,0 a 5 personas,avenida,leon de los aldama,avenida,heroe de nacozari,calle,calpulalpan,calle,talpa,,,,,colonia,san felipe de jesus,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,1044,,,,fijo,2010-07,6325331,721112,18.0,,7510.0,9,5,1,31,19.49638159,-99.07717039
hotel el diplomatico,operadora nochebuena sa de cv,hoteles con otros servicios integrados,31 a 50 personas,avenida,insurgentes sur,calle,boston,calle,porfirio diaz,calle,carolina,,,,,colonia,nochebuena,,,,ciudad de mexico,benito juarez,benito juarez,0577,5555636066,reservaciones@eldiplomatico.com.mx,www.eldoplomatico.com,fijo,2010-07,6314370,721111,1105.0,,3720.0,9,14,1,12,19.3804025,-99.17694656
hotel el dorado,chousa sa de cv,hoteles con otros servicios integrados,6 a 10 personas,calle,orozco y berra,calle,bernal diaz,avenida,buenavista,calle,heroes ferrocarrileros,,,,,colonia,buenavista,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,049a,,,,fijo,2010-07,6325389,721111,131.0,,6350.0,9,15,1,15,19.44042006,-99.1538186
hotel el ejecutivo reforma,administradora hotelera del centro sa de cv,hoteles con otros servicios integrados,51 a 100 personas,calle,viena,calle,general prim,calle,lucerna,calle,milan,,,,sn,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0856,5555666422,info@elejecutivo.com.mx,www.hotelelejecutivo.com,fijo,2010-07,6256948,721111,8.0,,6600.0,9,15,1,16,19.43069077,-99.15759572
hotel el greco,hotel el greco sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,eje vial,5 sur (san antonio),eje vial,pennsylvania,avenida,insurgentes sur,calle,california,,,,,colonia,napoles,,,,ciudad de mexico,benito juarez,benito juarez,0577,,,,fijo,2010-07,6323623,721112,22.0,,3810.0,9,14,1,33,19.38581353,-99.17555766
hotel el meson,sixtgabie sa de cv,hoteles con otros servicios integrados,0 a 5 personas,calle,avenida mexico,calle,margarita maza de juarez,calle,gladiola,calle,diagonal gladiola,,,,,barrio,san antonio,,,,ciudad de mexico,xochimilco,xochimilco,0334,555474401500000,erlst_arana@hotmail.com,,fijo,2010-07,6258811,721111,64.0,,16000.0,9,13,1,16,19.25110585,-99.09836048
hotel el meson,,hoteles sin otros servicios integrados,0 a 5 personas,calle,francisco villa,calle,de los maestros,calle,jaime nuno,calle,lazaro cardenas,sn,,,,colonia,zona escolar,,,,ciudad de mexico,gustavo a. madero,gustavo a. madero,0173,,,,fijo,2010-07,846597,721112,7.0,,7230.0,9,5,1,27,19.5433326,-99.14887067
hotel el padrino,garcar sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,libres,avenida,tlahuac,calle,everardo gamiz,calle,everardo gamiz,,,,sn,colonia,lomas de san lorenzo,,,,ciudad de mexico,iztapalapa,iztapalapa,198a,,alvaredoh@gmail.com,,fijo,2010-07,6324695,721111,12.0,,9780.0,9,7,1,18,19.31671124,-99.07206565
hotel el paraiso,paraiso campeche hotel sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,campeche,calle,champoton,calle,cuyutlan,calle,aguascalientes,,,,,colonia,roma sur,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1356,,,,fijo,2010-07,6325020,721112,186.0,,6700.0,9,15,1,9,19.40936205,-99.16660559
hotel el patio sa de cv,hotel el patio sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,avenida,insurgentes norte,avenida,linaloe,calle,ceiba,circuito,bicentenario (paseo de las jacarandas),,,,,colonia,santa maria insurgentes,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0061,,,,fijo,2010-07,6324988,721112,734.0,,6430.0,9,15,1,3,19.46278146,-99.14486276
hotel el pilar,promotora hotelera el pilar sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,continuacion,bicentenario (instituto tecnico industrial),continuacion,salvador diaz miron,calle,manuel carpio,calle,lauro aguirre,,,,,colonia,santo tomas agricultura,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,0213,,,,fijo,2010-07,6325833,721112,212.0,,11320.0,9,16,1,24,19.45158942,-99.16448468
hotel el senador,hotel el senador sa de cv,hoteles con otros servicios integrados,11 a 30 personas,calle,doctor ignacio erazo,eje vial,1 poniente (avenida cuauhtemoc),calle,doctor manuel carmona y valle,calle,doctor ildelfonso velasco,,,,,colonia,doctores,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,113a,5555883488,hotelsenador1@hotmail.com,www.hotelsenador.com.mx,fijo,2010-07,6305251,721111,33.0,,6720.0,9,15,1,22,19.41790592,-99.14537836
hotel embajadores,administradora de hoteles comonfort sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,calle,comonfort,calle,ignacio lopez rayon,calle,republica de ecuador,calle,allende,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0536,,,,fijo,2010-07,6325322,721112,18.0,,6200.0,9,15,1,2,19.44305502,-99.13533858
hotel emperador,,hoteles sin otros servicios integrados,6 a 10 personas,peatonal,central (lazaro cardenas),peatonal,republica de ecuador,peatonal,plaza garibaldi,calle,san camilito,,,,,colonia,centro,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0536,,,,fijo,2010-07,6325229,721112,57.0,,6010.0,9,15,1,14,19.44144774,-99.13958018
hotel empire,hotel empire sa de cv,hoteles sin otros servicios integrados,6 a 10 personas,eje vial,2 sur (manuel jose othon),eje vial,central (lazaro cardenas),calle,simon bolivar,calle,francisco rivas,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1144,,,,fijo,2010-07,6259191,721112,14.0,,6800.0,9,15,1,6,19.41517463,-99.14310151
hotel emporio,operadora turistica emporio reforma sa de cv,hoteles con otros servicios integrados,101 a 250 personas,avenida,paseo de la reforma,calle,milan,calle,general prim,calle,atenas,,,,sn,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0803,5555667766,mexico.reservaciones@hotelesemporio.com,www.hotelesemporio.com,fijo,2014-12,6258444,721111,124.0,,6600.0,9,15,1,6,19.43172292,-99.15694685
hotel emporio,hotel emporio sa de cv,hoteles con otros servicios integrados,0 a 5 personas,avenida,paseo de la reforma,calle,milan,calle,general prim,calle,atenas,,,,sn,colonia,juarez,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,0803,5555667766,mexicocontralor@hotelemporio.com,,fijo,2010-07,6257003,721111,124.0,,6600.0,9,15,1,6,19.43172769,-99.15693714
hotel encanto de mexico sa de cv,hotel encanto de mexico sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,calle,fernando ramirez,calle,5 de febrero,calzada,san antonio abad,calle,alfredo chavero,,,,,colonia,obrera,,,,ciudad de mexico,cuauhtemoc,cuauhtemoc,1267,,,,fijo,2010-07,6325245,721112,162.0,,6800.0,9,15,1,7,19.41268683,-99.13526029
hotel encino,,hoteles con otros servicios integrados,0 a 5 personas,avenida,insurgentes norte,avenida,sor juana ines de la cruz,calle,amado nervo,calle,doctor mariano azuela,,,,,colonia,santa maria la ribera,plazuelas comerciales,encino,126,ciudad de mexico,cuauhtemoc,cuauhtemoc,0606,,,,fijo,2014-12,6317400,721111,126.0,,6400.0,9,15,1,8,19.44395145,-99.15429623
hotel ermita,hotel ermita sa de cv,hoteles sin otros servicios integrados,11 a 30 personas,continuacion,bicentenario (avenida revolucion),continuacion,antonio maceo,calle,observatorio oriente,cerrada,antonio maceo,,,,,colonia,tacubaya,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,1175,,,,fijo,2010-07,6324984,721112,102.0,,11870.0,9,16,1,1,19.40395782,-99.18453052
hotel escandon,operadora escandon sa de cv,hoteles con otros servicios integrados,31 a 50 personas,calle,agricultura,eje vial,4 sur (avenida benjamin franklin),calle,avenida progreso,calle,comercio,,,,,colonia,escandon,,,,ciudad de mexico,miguel hidalgo,miguel hidalgo,1207,5555151299,gerencia@hotelescandon.com,www.kalihoteles.com,fijo,2010-07,6325378,721111,180.0,,11800.0,9,16,1,9,19.40183447,-99.17743847
